,Game title,Release date,Price,Discount price,User review,Platform,Tag
3878,Beholder,"9 Nov, 2016",5500.0,825.0,1.0,7,Multiple Endings
3879,Summer Memories,"14 Jun, 2020",7700.0,6930.0,1.0,1,Multiple Endings
3880,Ideology in Friction,"13 Jun, 2019",9500.0,4750.0,1.0,1,Multiple Endings
3881,80 Days,"28 Sep, 2015",5700.0,2280.0,1.0,3,Multiple Endings
3882,Brave Alchemist Colette,"27 Apr, 2020",9500.0,7600.0,1.0,1,Multiple Endings
3883,Our End of the World,"2 Nov, 2017",4400.0,2640.0,1.0,3,Multiple Endings
3884,The Fruit of Grisaia,"29 May, 2015",18300.0,10065.0,1.0,1,Multiple Endings
3885,Gaokao.Love.100Days,"30 May, 2015",5500.0,3300.0,1.0,1,Multiple Endings
3886,Treasure Hunter Claire,"19 Jul, 2018",7700.0,3850.0,1.0,1,Multiple Endings
3887,Fatal Twelve,"30 Mar, 2018",7700.0,4620.0,1.0,7,Multiple Endings
3888,INSOMNIA: The Ark,"27 Sep, 2018",11500.0,6325.0,0.0,1,Multiple Endings
3889,Detective Girl of the Steam City,"18 Jul, 2019",6400.0,3840.0,1.0,1,Multiple Endings
3890,Lilitales,"10 Oct, 2019",7700.0,5005.0,1.0,1,Multiple Endings
3891,Fallen ~Makina and the City of Ruins~,"23 Feb, 2018",6400.0,3200.0,1.0,1,Multiple Endings
3892,迷雾之夏-The Vigilant Villa,"17 Jul, 2020",3800.0,2470.0,1.0,1,Multiple Endings
3893,SINNER: Sacrifice for Redemption,"22 Oct, 2018",7800.0,2730.0,0.0,1,Multiple Endings
3894,Pamali: Indonesian Folklore Horror,"27 Dec, 2018",2399.0,1199.0,1.0,1,Multiple Endings
3895,云端之约,"30 Sep, 2020",3800.0,3040.0,1.0,1,Multiple Endings
3896,Leanna's Slice of Life,"7 Mar, 2019",6400.0,3200.0,1.0,1,Multiple Endings
3897,Princesses Never Lose!,"19 Mar, 2020",7700.0,6160.0,1.0,1,Multiple Endings
3898,Dealer's Life,"31 Jan, 2019",4400.0,3300.0,1.0,1,Multiple Endings
3899,Catmaze,"24 May, 2018",4400.0,1760.0,1.0,7,Multiple Endings
3900,Kunoichi Botan,"3 Jan, 2019",6400.0,3200.0,1.0,1,Multiple Endings
3901,The Ultimate FMV Bundle,,24000.0,15734.0,1.0,3,Multiple Endings
3902,ISLAND,"23 Aug, 2018",14900.0,11920.0,1.0,1,Multiple Endings
3903,Love's Sweet Garnish 2,"2 Oct, 2020",7200.0,6480.0,,1,Multiple Endings
3904,Beh-ALL-der,,13999.0,6059.0,1.0,7,Multiple Endings
3905,Pyre: Soundtrack Edition,,12100.0,2898.0,1.0,7,Multiple Endings
3906,Alternate DiMansion Diary,"23 May, 2019",4400.0,2200.0,1.0,1,Multiple Endings
3907,Gaokao.Love.100Days - Bundle,,9200.0,4692.0,1.0,1,Multiple Endings
3908,All Indiecn Games Sale Bundle,,31900.0,15253.0,1.0,1,Multiple Endings
3909,Kozue's Strange Journey,"6 Aug, 2020",6400.0,5760.0,1.0,1,Multiple Endings
3910,Tina: Swordswoman of the Scarlet Prison,"1 Aug, 2019",6400.0,3520.0,1.0,1,Multiple Endings
3911,LoveChoice,"30 Sep, 2018",1000.0,800.0,1.0,3,Multiple Endings
3912,Seed of Evil,"1 Nov, 2018",5700.0,2850.0,1.0,1,Multiple Endings
3913,Ideology in Friction Bundle,,13900.0,7641.0,1.0,1,Multiple Endings
3914,Phantom Thief Celianna,"15 Nov, 2018",5700.0,2280.0,0.0,1,Multiple Endings
3915,112 Operator,"23 Apr, 2020",9500.0,5890.0,1.0,3,Minimalist
3916,911 Operator,"24 Feb, 2017",7500.0,1125.0,1.0,3,Minimalist
3917,911 Operator - Complete Edition,,16600.0,1831.0,1.0,3,Minimalist
3918,Operator's Pack,,48800.0,21248.0,1.0,3,Minimalist
3919,Orbi Universo,"10 Jan, 2020",6400.0,3840.0,1.0,1,Minimalist
3920,Deep Despair,"17 Feb, 2020",2400.0,720.0,1.0,1,Minimalist
3921,Death Crown,"23 Aug, 2019",4400.0,1760.0,1.0,1,Minimalist
3922,Death Squared,"13 Mar, 2017",6400.0,1600.0,1.0,3,Minimalist
3923,Relaxing Puzzle Box,,5800.0,3543.0,1.0,7,Minimalist
3924,Atmospheric Puzzle Bundle,,11700.0,7751.0,1.0,3,Minimalist
3925,BOT.vinnik Chess: Winning Patterns,"30 Sep, 2020",500.0,350.0,1.0,3,Minimalist
3926,Doodle God,"24 Sep, 2015",6400.0,2240.0,1.0,7,Minimalist
3927,Lofi Ping Pong,"12 Mar, 2019",2400.0,1200.0,1.0,1,Minimalist
3928,keyg,"13 Dec, 2018",2400.0,264.0,1.0,7,Minimalist
3929,Almost There: The Platformer,"19 Feb, 2019",4400.0,440.0,1.0,7,Minimalist
3930,Turn on the light,"7 Jul, 2020",500.0,250.0,1.0,5,Minimalist
3931,Flywrench,"24 Aug, 2015",4000.0,1600.0,1.0,3,Minimalist
3932,Mars Power Industries Deluxe,"4 Nov, 2019",1900.0,1273.0,1.0,7,Minimalist
3933,Zenge,"12 Apr, 2016",600.0,390.0,1.0,7,Minimalist
3934,Unlock The King,"20 Nov, 2019",500.0,300.0,1.0,3,Minimalist
3935,Scalak,"22 May, 2018",1000.0,500.0,1.0,7,Minimalist
3936,Neon Warp,"29 Jul, 2016",1200.0,252.0,1.0,1,Minimalist
3937,Kaf Publishing Bundle,,6300.0,3234.0,1.0,1,Minimalist
3938,INVERSUS Deluxe,"16 Aug, 2016",7500.0,4950.0,1.0,1,Minimalist
3939,Zen Chess: Champion's Moves,"1 Oct, 2019",500.0,250.0,1.0,3,Minimalist
3940,Doodle Games Collection  70% OFF,,74900.0,18722.0,1.0,1,Minimalist
3941,It came from space and ate our brains,"19 Mar, 2015",6400.0,4480.0,1.0,1,Minimalist
3942,Death Crown — Game & Soundtrack Bundle,,5900.0,2934.0,1.0,1,Minimalist
3943,Knight's Retreat,"6 Aug, 2020",1500.0,1050.0,1.0,3,Minimalist
3944,Das Geisterschiff / The Ghost Ship,"24 Nov, 2018",4400.0,2200.0,1.0,7,Minimalist
3945,Art Of Gravity,"13 Jun, 2017",600.0,390.0,1.0,7,Minimalist
3946,Idle Warrior,"21 Feb, 2020",1000.0,250.0,0.0,1,Minimalist
3947,Slide Stories: Neko's Journey,"28 Sep, 2020",500.0,350.0,1.0,3,Minimalist
3948,ALL MINIMOL GAMES,,18800.0,12390.0,1.0,1,Minimalist
3949,PUSH,"18 Oct, 2017",600.0,390.0,1.0,7,Minimalist
3950,Army of Tentacles: (Not) A Cthulhu Dating Sim,"15 Feb, 2016",3000.0,1050.0,0.0,5,Minimalist
3951,Zen Chess Series (FOR GIFTS),,3000.0,2475.0,1.0,3,Minimalist
3952,Zolg,"2 Dec, 2016",600.0,300.0,1.0,3,Minimalist
3953,reky,"27 May, 2020",2800.0,2240.0,1.0,3,Minimalist
3954,Plankton,"27 Oct, 2016",1200.0,480.0,1.0,3,Minimalist
3955,Npc Problems: Vertex Coloring,"18 Nov, 2019",500.0,250.0,1.0,1,Minimalist
3956,Coronavirus Evolution,"19 May, 2020",500.0,250.0,1.0,1,Minimalist
3957,Joy Climb,"2 Mar, 2018",1900.0,950.0,1.0,7,Minimalist
3958,Samozbor Milestone One,,5000.0,2290.0,1.0,5,Minimalist
3959,THE IMPOSSIBLE Collector's Edition,,2900.0,1620.0,1.0,7,Minimalist
3960,WtBoy,"31 Jul, 2017",1000.0,430.0,0.0,1,Minimalist
3961,CHESS-INSPIRED PUZZLE GAMES,,7500.0,5480.0,1.0,3,Minimalist
3962,Samozbor Act-I-on One,,3000.0,1241.0,1.0,5,Minimalist
3963,Illustrated Tales in Jigsaw Puzzles,,4000.0,2590.0,1.0,3,Minimalist
3964,Kinacoustic,"4 May, 2016",4400.0,2948.0,1.0,1,Minimalist
3965,Ghostrunner,"27 Oct, 2020",19900.0,15920.0,,1,Fast-Paced
3966,Synth Riders,"31 Oct, 2019",9500.0,5700.0,1.0,1,Fast-Paced
3967,"Cook, Serve, Delicious! 3?!","29 Jan, 2020",6400.0,4800.0,1.0,1,Fast-Paced
3968,MOTHERGUNSHIP,"17 Jul, 2018",9500.0,3230.0,1.0,1,Fast-Paced
3969,MAXIMUM Action,"19 Sep, 2018",6400.0,4800.0,1.0,1,Fast-Paced
3970,TrackMania² Stadium,"20 Jun, 2013",6400.0,3200.0,1.0,1,Fast-Paced
3971,DCL - The Game,"18 Feb, 2020",14499.0,8699.0,1.0,3,Fast-Paced
3972,Nidhogg,"13 Jan, 2014",5500.0,2200.0,1.0,3,Fast-Paced
3973,DiRT Bundle,,32100.0,18832.0,1.0,1,Fast-Paced
3974,The Mouth-Watering Trilogy!,,18800.0,6320.0,1.0,1,Fast-Paced
3975,Lost Wing,"31 Jul, 2020",3800.0,950.0,1.0,1,Fast-Paced
3976,UBERMOSH,"13 Aug, 2015",2500.0,250.0,1.0,5,Fast-Paced
3977,Chaotic Cooking Bundle,,27090.0,15839.0,1.0,1,Fast-Paced
3978,TTV3,"18 Jul, 2019",500.0,250.0,1.0,1,Fast-Paced
3979,UBERMOSH + Original Soundtrack,"13 Aug, 2015",2500.0,250.0,1.0,5,Fast-Paced
3980,ROCKETSROCKETSROCKETS,"1 May, 2015",4000.0,600.0,1.0,7,Fast-Paced
3981,Waves,"16 Nov, 2011",3000.0,600.0,1.0,1,Fast-Paced
3982,Almost There: The Platformer,"19 Feb, 2019",4400.0,440.0,1.0,7,Fast-Paced
3983,UBERMOSH:SANTICIDE,"27 Jul, 2018",2400.0,264.0,1.0,1,Fast-Paced
3984,Castle Break,"19 Feb, 2019",2400.0,600.0,1.0,1,Fast-Paced
3985,Space Robinson: Hardcore Roguelike Action,"7 Oct, 2019",4400.0,2420.0,1.0,7,Fast-Paced
3986,Stellar Commanders,"20 Feb, 2020",6900.0,4140.0,1.0,1,Fast-Paced
3987,FootLOL: Epic Fail League,"16 Apr, 2014",5500.0,1100.0,1.0,7,Fast-Paced
3988,Frantic Frenzy Bundle,,22700.0,11856.0,1.0,1,Fast-Paced
3989,Complete Nidhogg Bundle,,17500.0,8245.0,1.0,3,Fast-Paced
3990,Strike Suit Infinity,"30 Apr, 2013",4000.0,2000.0,1.0,1,Fast-Paced
3991,EDGES OF ULTAKAAR,,4900.0,1325.0,1.0,1,Fast-Paced
3992,UBERMOSH:BLACK,"17 Feb, 2016",500.0,250.0,1.0,5,Fast-Paced
3993,Cycle 28,"9 Mar, 2018",3300.0,660.0,1.0,7,Fast-Paced
3994,Tic-Toc-Tower,"28 Sep, 2015",1500.0,255.0,0.0,7,Fast-Paced
3995,ARMORED KITTEN,"30 Sep, 2017",2400.0,960.0,1.0,1,Fast-Paced
3996,Gamble Fight Plus,"19 Apr, 2019",4400.0,2200.0,0.0,1,Fast-Paced
3997,Fabula Mortis,"27 Oct, 2014",3800.0,570.0,0.0,1,Fast-Paced
3998,UBERMOSH Vol.5,"25 May, 2017",500.0,250.0,1.0,5,Fast-Paced
3999,Trip to Vinelands,"21 Oct, 2016",500.0,250.0,1.0,5,Fast-Paced
4000,UBERMOSH Vol.3,"15 Aug, 2016",500.0,250.0,1.0,5,Fast-Paced
4001,Void Vikings,"4 Apr, 2018",2400.0,960.0,1.0,3,Fast-Paced
4002,Cyber Driver,"15 Aug, 2019",500.0,250.0,1.0,1,Fast-Paced
4003,aMAZE,"14 Mar, 2017",600.0,252.0,1.0,1,Fast-Paced
4004,Blackout Z: Slaughterhouse Edition,"20 Oct, 2017",500.0,250.0,1.0,1,Fast-Paced
4005,First Strike & Stellar Commanders Strategy Bundle,,13400.0,8512.0,1.0,1,Fast-Paced
4006,Motion Of The Heart,"2 Apr, 2020",500.0,250.0,1.0,1,Fast-Paced
4007,aMAZE Dark Times,"17 Aug, 2017",600.0,252.0,1.0,1,Fast-Paced
4008,Crazy Soccer Bundle,,9900.0,1980.0,1.0,1,Fast-Paced
4009,Weird & Wonderful Bundle,,27400.0,17175.0,1.0,3,Fast-Paced
4010,Space Smash,"7 Mar, 2019",500.0,250.0,1.0,5,Fast-Paced
4011,Chocolate makes you happy 5,"24 Apr, 2018",500.0,250.0,1.0,1,Fast-Paced
4012, Data Bundle,,10000.0,5524.0,1.0,1,Fast-Paced
4013,A Night at the Races,"13 Dec, 2019",4400.0,2200.0,1.0,1,Fast-Paced
4014,Armored Kitten Feat. BORIS,,3900.0,1845.0,1.0,1,Fast-Paced
4015,Dying Light,"26 Jan, 2015",24990.0,8496.0,1.0,7,Survival Horror
4016,Green Hell,"5 Sep, 2019",9500.0,7125.0,1.0,1,Survival Horror
4017,Dying Light Enhanced Edition,,39990.0,11997.0,1.0,7,Survival Horror
4018,Sign of Silence,"1 Oct, 2020",6400.0,5120.0,1.0,1,Survival Horror
4019,Barotrauma,"5 Jun, 2019",9500.0,4750.0,1.0,7,Survival Horror
4020,Dying Light Ultimate Collection,,67290.0,40563.0,1.0,7,Survival Horror
4021,Amnesia: Rebirth,"20 Oct, 2020",11500.0,10350.0,,7,Survival Horror
4022,HellSign,"9 Nov, 2018",6400.0,4288.0,1.0,1,Survival Horror
4023,Dying Light: The Following,"8 Feb, 2016",9800.0,3332.0,1.0,7,Survival Horror
4024,Barotrauma Supporter Bundle,,11400.0,5130.0,1.0,7,Survival Horror
4025,Obscure II (Obscure: The Aftermath),"10 Mar, 2014",5500.0,1870.0,1.0,1,Survival Horror
4026,灵魂筹码 Soul at Stake,"25 Jun, 2018",7500.0,3750.0,1.0,1,Survival Horror
4027,Narcosis,"28 Mar, 2017",6400.0,1600.0,1.0,3,Survival Horror
4028,Don't Knock Twice,"5 Sep, 2017",9500.0,3040.0,1.0,1,Survival Horror
4029,British Horror Bundle,,19000.0,10659.0,1.0,1,Survival Horror
4030,The Last of Waifus,"25 Sep, 2020",1000.0,700.0,1.0,1,Survival Horror
4031,Golden Light,"10 Jul, 2020",5700.0,4560.0,1.0,1,Survival Horror
4032,Obscure,"10 Mar, 2014",4000.0,1360.0,1.0,1,Survival Horror
4033,The Last NightMary - A Lenda do Cabeça de Cuia,"2 Nov, 2015",3000.0,300.0,1.0,7,Survival Horror
4034,Rest In Pieces,"16 Nov, 2019",6999.0,3499.0,1.0,1,Survival Horror
4035,Welcome to Hanwell,"20 Oct, 2017",6400.0,640.0,0.0,1,Survival Horror
4036,Crying is not Enough: Remastered,"19 Jun, 2018",7700.0,1155.0,0.0,1,Survival Horror
4037,Kingdom Wars 2: Definitive Edition,"9 Jul, 2019",4400.0,1540.0,0.0,1,Survival Horror
4038,Lydia,"2 Jun, 2017",1900.0,475.0,1.0,1,Survival Horror
4039,VR Essentials,,95999.0,64542.0,1.0,1,Survival Horror
4040,游戏本体+三款DLC超值捆绑包 Soul at Stake - Base Game + 3 DLCs Bundle,,15100.0,8310.0,1.0,1,Survival Horror
4041,3 VR Games Bundle,,14699.0,6218.0,1.0,1,Survival Horror
4042,CRIMSON METAL Classic 1999,"4 May, 2017",2400.0,360.0,0.0,1,Survival Horror
4043,Eldervale,"20 Oct, 2019",6400.0,4096.0,1.0,1,Survival Horror
4044,Indie-Games.Studio Bundle,,61400.0,18764.0,0.0,1,Survival Horror
4045,Infected zone 感染之地,"17 Aug, 2020",4100.0,2665.0,1.0,1,Survival Horror
4046,Red Alliance,"10 Oct, 2018",5300.0,2650.0,1.0,1,Survival Horror
4047,The Council of Hanwell,"14 Mar, 2018",2400.0,480.0,0.0,1,Survival Horror
4048,Blue Isle Catalog,,25700.0,13515.0,1.0,1,Survival Horror
4049,1406,"21 Mar, 2019",2800.0,700.0,0.0,1,Survival Horror
4050,Das Geisterschiff / The Ghost Ship,"24 Nov, 2018",4400.0,2200.0,1.0,7,Survival Horror
4051,Vortex: The Gateway,"22 Mar, 2016",3800.0,1520.0,0.0,1,Survival Horror
4052,Project RIP,"12 Oct, 2019",6100.0,3050.0,0.0,7,Survival Horror
4053,25 Cadre of Death,"22 Oct, 2018",2800.0,700.0,0.0,1,Survival Horror
4054,CHAIN SAW,"17 Jun, 2019",1900.0,475.0,0.0,1,Survival Horror
4055,Centralia: Homecoming,"26 Oct, 2019",5700.0,2394.0,0.0,1,Survival Horror
4056,Randumb Studios Deluxe Bundle,,8500.0,5880.0,1.0,1,Survival Horror
4057,Eternity Warriors™ VR,"17 Sep, 2017",7500.0,5625.0,1.0,1,Survival Horror
4058,EBOLA,"10 Jul, 2019",6100.0,2196.0,0.0,1,Survival Horror
4059,Rest In Pieces - TOTAL ACTION,,13099.0,5239.0,0.0,1,Survival Horror
4060,Darkness Assault,"6 Feb, 2015",500.0,250.0,0.0,1,Survival Horror
4061,Araha : Curse of Yieun Island,"6 Jan, 2020",6900.0,5520.0,0.0,1,Survival Horror
4062,The Walking Evil,"1 May, 2020",5700.0,3990.0,0.0,1,Survival Horror
4063,StormCube Games Complete,,13500.0,3240.0,0.0,1,Survival Horror
4064,Ultimate British Horror Bundle,,30400.0,16826.0,1.0,1,Survival Horror
4065,Dying Light,"26 Jan, 2015",24990.0,8496.0,1.0,7,Zombies
4066,Dying Light Enhanced Edition,,39990.0,11997.0,1.0,7,Zombies
4067,Darksburg,"23 Sep, 2020",7700.0,3850.0,1.0,1,Zombies
4068,Dying Light Ultimate Collection,,67290.0,40563.0,1.0,7,Zombies
4069,Dying Light: The Following,"8 Feb, 2016",9800.0,3332.0,1.0,7,Zombies
4070,Onechanbara Z2: Chaos,"2 Jun, 2016",18300.0,5124.0,1.0,1,Zombies
4071,Survive the Nights,"21 Dec, 2017",7700.0,4620.0,0.0,3,Zombies
4072,Girl Hunter VS Zombie Bundle,,33200.0,8367.0,1.0,1,Zombies
4073,SG/ZH: School Girl/Zombie Hunter,"5 Jun, 2018",14900.0,4172.0,0.0,1,Zombies
4074,Obscure II (Obscure: The Aftermath),"10 Mar, 2014",5500.0,1870.0,1.0,1,Zombies
4075,How to Survive 2,"8 Sep, 2016",7500.0,1875.0,0.0,1,Zombies
4076,Goat Simulator: GoatZ,"7 May, 2015",2400.0,600.0,1.0,7,Zombies
4077,The Last of Waifus,"25 Sep, 2020",1000.0,700.0,1.0,1,Zombies
4078,Book of Demons,"14 Dec, 2018",9500.0,2375.0,1.0,3,Zombies
4079,HELLGATE: London,"15 Nov, 2018",5700.0,4275.0,0.0,1,Zombies
4080,Daedalic - Gigantic Bundle,"17 Nov, 2015",55700.0,5570.0,1.0,1,Zombies
4081,GameGuru,"19 May, 2015",7700.0,2310.0,1.0,1,Zombies
4082,Dying Light - Ultimate Survivor Bundle,"16 Mar, 2015",3990.0,2673.0,1.0,7,Zombies
4083,Obscure,"10 Mar, 2014",4000.0,1360.0,1.0,1,Zombies
4084,Rest In Pieces,"16 Nov, 2019",6999.0,3499.0,1.0,1,Zombies
4085,Run!ZombieFood!,"30 Jul, 2017",1900.0,646.0,1.0,1,Zombies
4086,VR Essentials,,95999.0,64542.0,1.0,1,Zombies
4087,Kingdom Wars 2: Definitive Edition,"9 Jul, 2019",4400.0,1540.0,0.0,1,Zombies
4088,Wailing Heights,"27 Apr, 2016",5500.0,1100.0,1.0,7,Zombies
4089,SKYHILL,"6 Oct, 2015",55700.0,5570.0,1.0,7,Zombies
4090,Voxel Shot VR,"19 May, 2017",6900.0,2070.0,1.0,1,Zombies
4091,Eternity Warriors™ VR,"17 Sep, 2017",7500.0,5625.0,1.0,1,Zombies
4092,Dying Light - The Bozak Horde,"26 May, 2015",7990.0,5353.0,0.0,7,Zombies
4093,How to Survive 2 -  Kovac's Ultimate Edition,,16000.0,7885.0,1.0,1,Zombies
4094,Wailing Heights Deluxe Edition,,10900.0,1853.0,1.0,7,Zombies
4095,CRIMSON METAL Classic 1999,"4 May, 2017",2400.0,360.0,0.0,1,Zombies
4096,ULTIMATE HARDBASS DEFENCE,"12 Apr, 2019",1000.0,500.0,1.0,1,Zombies
4097,Infected zone 感染之地,"17 Aug, 2020",4100.0,2665.0,1.0,1,Zombies
4098,Deadstone,"12 Nov, 2014",4500.0,1125.0,1.0,7,Zombies
4099,HUNTERS FOR YOUR BRAIN,"9 Nov, 2019",1000.0,250.0,0.0,1,Zombies
4100,Holy Avatar vs. Maidens of the Dead,"20 Feb, 2014",9500.0,1900.0,0.0,1,Zombies
4101,Noise,"13 Oct, 2019",1800.0,252.0,0.0,1,Zombies
4102,Hinterhalt 3,"25 Apr, 2020",2800.0,560.0,0.0,7,Zombies
4103,ARMORED KITTEN,"30 Sep, 2017",2400.0,960.0,1.0,1,Zombies
4104,Indie Tower Defense Bundle,,14500.0,8737.0,0.0,1,Zombies
4105,Combat Force,"6 Dec, 2019",1900.0,380.0,0.0,1,Zombies
4106,Dead Cubes,"19 Feb, 2020",1000.0,250.0,1.0,1,Zombies
4107,Shattered Haven,"18 Mar, 2013",5500.0,1375.0,0.0,7,Zombies
4108,3 VR Games Bundle,,14699.0,6218.0,1.0,1,Zombies
4109,1406,"21 Mar, 2019",2800.0,700.0,0.0,1,Zombies
4110,Project RIP,"12 Oct, 2019",6100.0,3050.0,0.0,7,Zombies
4111,CHAIN SAW,"17 Jun, 2019",1900.0,475.0,0.0,1,Zombies
4112,Blackout Z: Slaughterhouse Edition,"20 Oct, 2017",500.0,250.0,1.0,1,Zombies
4113,25 Cadre of Death,"22 Oct, 2018",2800.0,700.0,0.0,1,Zombies
4114,Zombie Pirates,"20 Apr, 2011",7500.0,1500.0,1.0,1,Zombies
4115,Overcooked! 2,"7 Aug, 2018",12990.0,7794.0,1.0,7,Local Co-Op
4116,Human: Fall Flat,"22 Jul, 2016",7500.0,3000.0,1.0,3,Local Co-Op
4117,Overcooked! 2  - Gourmet Edition,,24990.0,12756.0,1.0,7,Local Co-Op
4118,Untitled Goose Game,"23 Sep, 2020",7700.0,5775.0,1.0,3,Local Co-Op
4119,Overcooked,"3 Aug, 2016",8800.0,2200.0,1.0,1,Local Co-Op
4120,Sign of Silence,"1 Oct, 2020",6400.0,5120.0,1.0,1,Local Co-Op
4121,EARTH DEFENSE FORCE 5,"11 Jul, 2019",22500.0,11250.0,1.0,1,Local Co-Op
4122,The Jackbox Party Pack 7,"15 Oct, 2020",11500.0,10350.0,,7,Local Co-Op
4123,Overcooked: Gourmet Edition,,11800.0,2821.0,1.0,1,Local Co-Op
4124,Killer Queen Black,"11 Oct, 2019",4400.0,880.0,1.0,3,Local Co-Op
4125,EARTH DEFENSE FORCE: IRON RAIN,"15 Oct, 2019",22500.0,6750.0,0.0,1,Local Co-Op
4126,Goat Simulator,"1 Apr, 2014",4400.0,1100.0,1.0,7,Local Co-Op
4127,Biped,"26 Mar, 2020",6400.0,5120.0,1.0,1,Local Co-Op
4128,Code of Princess EX,"2 Oct, 2020",7700.0,5775.0,,1,Local Co-Op
4129,"Cook, Serve, Delicious! 3?!","29 Jan, 2020",6400.0,4800.0,1.0,1,Local Co-Op
4130,EARTH DEFENSE FORCE 4.1 The Shadow of New Despair,"18 Jul, 2016",7700.0,5775.0,1.0,1,Local Co-Op
4131,Out of Space,"26 Feb, 2020",6400.0,4288.0,1.0,7,Local Co-Op
4132,Quest Hunter,"8 Mar, 2019",7700.0,3080.0,1.0,7,Local Co-Op
4133,Goat Simulator: GOATY,,14400.0,3240.0,1.0,7,Local Co-Op
4134,Juicy Realm,"3 May, 2018",4400.0,2200.0,1.0,3,Local Co-Op
4135,Sparklite,"14 Nov, 2019",11500.0,2875.0,1.0,7,Local Co-Op
4136,Obscure II (Obscure: The Aftermath),"10 Mar, 2014",5500.0,1870.0,1.0,1,Local Co-Op
4137,Trackmania® Turbo,"24 Mar, 2016",24900.0,12450.0,0.0,1,Local Co-Op
4138,Love Physics Bundle,,15000.0,5250.0,1.0,1,Local Co-Op
4139,How to Survive 2,"8 Sep, 2016",7500.0,1875.0,0.0,1,Local Co-Op
4140,Blazing Beaks,"10 May, 2019",6400.0,2112.0,1.0,1,Local Co-Op
4141,EARTH DEFENSE FORCE 4.1 WINGDIVER THE SHOOTER Bundle,,15400.0,6583.0,1.0,1,Local Co-Op
4142,Nidhogg,"13 Jan, 2014",5500.0,2200.0,1.0,3,Local Co-Op
4143,"Cook, Serve, Delicious! 2!!","13 Sep, 2017",6900.0,1725.0,1.0,7,Local Co-Op
4144,The Mouth-Watering Trilogy!,,18800.0,6320.0,1.0,1,Local Co-Op
4145,BlazBlue: Calamity Trigger,"13 Feb, 2014",5500.0,825.0,1.0,1,Local Co-Op
4146,Chaotic Cooking Bundle,,27090.0,15839.0,1.0,1,Local Co-Op
4147,"Cook, Serve, Delicious!","8 Oct, 2013",5500.0,1375.0,1.0,7,Local Co-Op
4148,Death Squared,"13 Mar, 2017",6400.0,1600.0,1.0,3,Local Co-Op
4149,Obscure,"10 Mar, 2014",4000.0,1360.0,1.0,1,Local Co-Op
4150,Butterscotch Bundle,,14100.0,8370.0,1.0,1,Local Co-Op
4151,Death Crown,"23 Aug, 2019",4400.0,1760.0,1.0,1,Local Co-Op
4152,Metaverse Keeper / 元能失控,"10 Apr, 2019",6400.0,4032.0,1.0,3,Local Co-Op
4153,Dimension Drive,"7 Dec, 2017",6900.0,1035.0,1.0,7,Local Co-Op
4154,Dogfight 1942,"21 Sep, 2012",5500.0,1650.0,1.0,1,Local Co-Op
4155,Dogfight 1942 Complete Pack,,9100.0,2132.0,1.0,1,Local Co-Op
4156,The Perfect Cooking Pack!,,12400.0,2480.0,1.0,7,Local Co-Op
4157,Xenoraid: The First Space War,"30 Sep, 2016",5500.0,1100.0,1.0,1,Local Co-Op
4158, NExT Studios ：2020 Autumn Bundle 5in1,,25600.0,12996.0,1.0,1,Local Co-Op
4159,JYDGE,"4 Oct, 2017",7500.0,2550.0,1.0,7,Local Co-Op
4160,Foul Play,"18 Sep, 2013",7500.0,2475.0,1.0,7,Local Co-Op
4161,ROCKETSROCKETSROCKETS,"1 May, 2015",4000.0,600.0,1.0,7,Local Co-Op
4162,Frantic Frenzy Bundle,,22700.0,11856.0,1.0,1,Local Co-Op
4163,Dark Quest 2,"6 Mar, 2018",3800.0,1862.0,1.0,3,Local Co-Op
4164,Quest Hunter: Collector's Edition,,12500.0,4500.0,1.0,7,Local Co-Op
4165,STEINS;GATE SERIES BUNDLE,,47500.0,17100.0,1.0,1,Memes
4166,STEINS;GATE,"9 Sep, 2016",11500.0,4600.0,1.0,1,Memes
4167,STEINS;GATE 0,"8 May, 2018",13500.0,5400.0,1.0,1,Memes
4168,Cooking Simulator,"6 Jun, 2019",7700.0,5005.0,1.0,1,Memes
4169,STEINS;GATE + STEINS;GATE 0,,25000.0,9000.0,1.0,1,Memes
4170,STEINS;GATE + CHAOS;CHILD,,38500.0,13860.0,1.0,1,Memes
4171,Goat Simulator,"1 Apr, 2014",4400.0,1100.0,1.0,7,Memes
4172,Cooking Simulator Complete Bundle!,,16300.0,10663.0,1.0,1,Memes
4173,Cooking Simulator - Cakes and Cookies,"11 Jun, 2020",5300.0,4240.0,1.0,1,Memes
4174,Renovation Pack,,14100.0,10897.0,1.0,1,Memes
4175,Summer Memories,"14 Jun, 2020",7700.0,6930.0,1.0,1,Memes
4176,Goat Simulator: GOATY,,14400.0,3240.0,1.0,7,Memes
4177,EARTH DEFENSE FORCE 4.1 The Shadow of New Despair,"18 Jul, 2016",7700.0,5775.0,1.0,1,Memes
4178,Brave Alchemist Colette,"27 Apr, 2020",9500.0,7600.0,1.0,1,Memes
4179,Ideology in Friction,"13 Jun, 2019",9500.0,4750.0,1.0,1,Memes
4180,MAXIMUM Action,"19 Sep, 2018",6400.0,4800.0,1.0,1,Memes
4181,Gal*Gun: Double Peace,"27 Sep, 2016",18300.0,3660.0,1.0,1,Memes
4182,Flatout Complete Pack,"13 Dec, 2011",18300.0,3660.0,1.0,1,Memes
4183,Chroma Squad,"30 Apr, 2015",6400.0,1280.0,1.0,7,Memes
