,Game title,Release date,Price,Discount price,User review,Platform,Tag
0,No Man's Sky,"12 Aug, 2016",26500.0,13250.0,0.0,1,Indie
1,Overcooked! 2,"7 Aug, 2018",12990.0,7794.0,1.0,7,Indie
2,Human: Fall Flat,"22 Jul, 2016",7500.0,3000.0,1.0,3,Indie
3,Green Hell,"5 Sep, 2019",9500.0,7125.0,1.0,1,Indie
4,DRONE The Game,"17 Dec, 2018",11500.0,1840.0,1.0,1,Indie
5,Overcooked! 2  - Gourmet Edition,,24990.0,12756.0,1.0,7,Indie
6,Untitled Goose Game,"23 Sep, 2020",7700.0,5775.0,1.0,3,Indie
7,Muse Dash,"19 Jun, 2019",1700.0,850.0,1.0,3,Indie
8,Mount & Blade: Warband,"31 Mar, 2010",9999.0,2499.0,1.0,7,Indie
9,Muse Dash - Just as planned,"19 Jun, 2019",18500.0,13875.0,1.0,3,Indie
10, Sands of Salzaar,"2 Jan, 2020",6400.0,3840.0,1.0,1,Indie
11,Supergiant Collection,,48900.0,18980.0,1.0,1,Indie
12,My Time At Portia,"15 Jan, 2019",14990.0,5996.0,1.0,1,Indie
13,Overcooked,"3 Aug, 2016",8800.0,2200.0,1.0,1,Indie
14,Tainted Grail,"18 Jun, 2020",9500.0,7125.0,1.0,1,Indie
15,The Warlord package,,39899.0,26419.0,1.0,1,Indie
16,Train Station Renovation,"1 Oct, 2020",6400.0,5120.0,1.0,1,Indie
17,Crashlands,"21 Jan, 2016",6400.0,1600.0,1.0,1,Indie
18,Ultimate VR Stealth Bundle,,45200.0,18170.0,1.0,1,Indie
19,Darksburg,"23 Sep, 2020",7700.0,3850.0,1.0,1,Indie
20,Pyre,"25 Jul, 2017",7700.0,2310.0,1.0,7,Indie
21,Mysteria ~Occult Shadows~,"29 Sep, 2020",5700.0,4560.0,1.0,1,Indie
22,Ultimate Admiral: Age of Sail,"4 Mar, 2020",14900.0,11175.0,1.0,1,Indie
23,Mount & Blade Legacy Collection,,32495.0,6495.0,1.0,1,Indie
24,Tank Mechanic Simulator,"20 Feb, 2020",7700.0,4620.0,1.0,3,Indie
25,Dreamscaper,"13 Aug, 2020",4900.0,3920.0,1.0,1,Indie
26,The Jackbox Party Pack 7,"15 Oct, 2020",11500.0,10350.0,,7,Indie
27,Budget Cuts 2: Mission Insolvency,"12 Dec, 2019",11500.0,7705.0,1.0,1,Indie
28,Budget Cuts,"14 Jun, 2018",11500.0,7705.0,1.0,1,Indie
29,Overcooked: Gourmet Edition,,11800.0,2821.0,1.0,1,Indie
30,Amnesia: Rebirth,"20 Oct, 2020",11500.0,10350.0,,7,Indie
31,Transistor,"20 May, 2014",7700.0,1540.0,1.0,7,Indie
32,Overcooked! 2 - Surf 'n' Turf,"3 Oct, 2018",2800.0,2240.0,1.0,7,Indie
33,Seek Girl Ⅵ,"30 Sep, 2020",1000.0,820.0,1.0,1,Indie
34,Killer Queen Black,"11 Oct, 2019",4400.0,880.0,1.0,3,Indie
35,Bastion,"16 Aug, 2011",6400.0,1280.0,1.0,7,Indie
36,Perfect Crime,"1 Oct, 2020",7800.0,3900.0,1.0,3,Indie
37,Stronghold Crusader 2,"22 Sep, 2014",14900.0,1490.0,0.0,1,Indie
38,This Land Is My Land,"20 Nov, 2019",14900.0,12665.0,1.0,1,Indie
39,Out of the Park Baseball 21,"20 Mar, 2020",14900.0,3725.0,1.0,7,Indie
40,Synth Riders,"31 Oct, 2019",9500.0,5700.0,1.0,1,Indie
41,Mount & Blade: Warband - Viking Conquest Reforged Edition,"11 Dec, 2014",7499.0,1874.0,1.0,7,Indie
42,DSGame Bundle,,8400.0,6264.0,1.0,1,Indie
43,HellSign,"9 Nov, 2018",6400.0,4288.0,1.0,1,Indie
44,Seek Girl:Fog Ⅰ,"28 Aug, 2020",1900.0,1710.0,1.0,1,Indie
45,Goat Simulator,"1 Apr, 2014",4400.0,1100.0,1.0,7,Indie
46,Bomber Crew,"19 Oct, 2017",6400.0,640.0,1.0,7,Indie
47,Unknightly,"30 Nov, 2017",7700.0,5159.0,1.0,1,Indie
48,Circadian City,"1 Oct, 2020",5300.0,4240.0,1.0,3,Indie
49,Blightbound,"29 Jul, 2020",7700.0,6160.0,1.0,1,Indie
50,Monster Hunter: World,"9 Aug, 2018",20600.0,13596.0,1.0,1,Action
51,Red Dead Redemption 2,"5 Dec, 2019",39990.0,26793.0,1.0,1,Action
52,Monster Hunter World: Iceborne,"9 Jan, 2020",28390.0,21292.0,0.0,1,Action
53,Monster Hunter World: Iceborne Master Edition,,42890.0,28542.0,1.0,1,Action
54,The Elder Scrolls® Online,"22 May, 2017",14990.0,5996.0,1.0,3,Action
55,NieR:Automata™,"17 Mar, 2017",29931.0,14965.0,1.0,1,Action
56,Mount & Blade II: Bannerlord,"30 Mar, 2020",29900.0,23920.0,1.0,1,Action
57,No Man's Sky,"12 Aug, 2016",26500.0,13250.0,0.0,1,Action
58,Battlefield ™ V,"11 Jun, 2020",47900.0,19160.0,0.0,1,Action
59,Battlefield 4™,"11 Jun, 2020",31900.0,6380.0,1.0,1,Action
60,Dying Light,"26 Jan, 2015",24990.0,8496.0,1.0,7,Action
61,Overcooked! 2,"7 Aug, 2018",12990.0,7794.0,1.0,7,Action
62,Battlefield Bundle,,111700.0,28007.0,1.0,1,Action
63,Battlefield 1 ™,"11 Jun, 2020",31900.0,11803.0,1.0,1,Action
64,Monster Hunter World: Iceborne Master Edition Digital Deluxe,,50045.0,33908.0,1.0,1,Action
65,Dying Light Enhanced Edition,,39990.0,11997.0,1.0,7,Action
66,Drake Hollow,"1 Oct, 2020",11500.0,10350.0,1.0,1,Action
67,Overcooked! 2  - Gourmet Edition,,24990.0,12756.0,1.0,7,Action
68,Untitled Goose Game,"23 Sep, 2020",7700.0,5775.0,1.0,3,Action
69,FINAL FANTASY XV WINDOWS EDITION,"6 Mar, 2018",23200.0,11600.0,1.0,1,Action
70,Muse Dash,"19 Jun, 2019",1700.0,850.0,1.0,3,Action
71,Mount & Blade: Warband,"31 Mar, 2010",9999.0,2499.0,1.0,7,Action
72,The Elder Scrolls Online - Greymoor,"26 May, 2020",26799.0,13399.0,0.0,3,Action
73,Muse Dash - Just as planned,"19 Jun, 2019",18500.0,13875.0,1.0,3,Action
74,FINAL FANTASY XV EPISODE ARDYN COMPLETE EDITION,,26700.0,13350.0,1.0,1,Action
75,Supergiant Collection,,48900.0,18980.0,1.0,1,Action
76,Overcooked,"3 Aug, 2016",8800.0,2200.0,1.0,1,Action
77,Monster Hunter World: Iceborne Digital Deluxe,,36185.0,27138.0,0.0,1,Action
78,Sign of Silence,"1 Oct, 2020",6400.0,5120.0,1.0,1,Action
79,Battlefield 3™,"11 Jun, 2020",31900.0,6380.0,0.0,1,Action
80,EARTH DEFENSE FORCE 5,"11 Jul, 2019",22500.0,11250.0,1.0,1,Action
81,Barotrauma,"5 Jun, 2019",9500.0,4750.0,1.0,7,Action
82,Cooking Simulator,"6 Jun, 2019",7700.0,5005.0,1.0,1,Action
83,FINAL FANTASY XII THE ZODIAC AGE,"1 Feb, 2018",33300.0,16650.0,1.0,1,Action
84,The Warlord package,,39899.0,26419.0,1.0,1,Action
85,Monster Hunter: World - DLC Selection,,57164.0,13725.0,1.0,1,Action
86,Ultimate VR Stealth Bundle,,45200.0,18170.0,1.0,1,Action
87,Crashlands,"21 Jan, 2016",6400.0,1600.0,1.0,1,Action
88,Train Station Renovation,"1 Oct, 2020",6400.0,5120.0,1.0,1,Action
89,FINAL FANTASY X/X-2 HD Remaster,"12 May, 2016",14500.0,7250.0,1.0,1,Action
90,Ghostrunner,"27 Oct, 2020",19900.0,15920.0,,1,Action
91,Sniper Ghost Warrior Contracts,"22 Nov, 2019",11500.0,6900.0,1.0,1,Action
92,Darksburg,"23 Sep, 2020",7700.0,3850.0,1.0,1,Action
93,Mysteria ~Occult Shadows~,"29 Sep, 2020",5700.0,4560.0,1.0,1,Action
94,Pyre,"25 Jul, 2017",7700.0,2310.0,1.0,7,Action
95,Sherlock Holmes: The Devil's Daughter,"10 Jun, 2016",22000.0,2200.0,1.0,1,Action
96,Mount & Blade Legacy Collection,,32495.0,6495.0,1.0,1,Action
97,Tank Mechanic Simulator,"20 Feb, 2020",7700.0,4620.0,1.0,3,Action
98,Dreamscaper,"13 Aug, 2020",4900.0,3920.0,1.0,1,Action
99,Command & Conquer: Red Alert 3,"8 Jan, 2009",13999.0,3499.0,1.0,1,Action
100,Monster Hunter: World,"9 Aug, 2018",20600.0,13596.0,1.0,1,Adventure
101,Red Dead Redemption 2,"5 Dec, 2019",39990.0,26793.0,1.0,1,Adventure
102,Monster Hunter World: Iceborne,"9 Jan, 2020",28390.0,21292.0,0.0,1,Adventure
103,The Elder Scrolls® Online,"22 May, 2017",14990.0,5996.0,1.0,3,Adventure
104,Monster Hunter World: Iceborne Master Edition,,42890.0,28542.0,1.0,1,Adventure
105,NieR:Automata™,"17 Mar, 2017",29931.0,14965.0,1.0,1,Adventure
106,No Man's Sky,"12 Aug, 2016",26500.0,13250.0,0.0,1,Adventure
107,Mount & Blade II: Bannerlord,"30 Mar, 2020",29900.0,23920.0,1.0,1,Adventure
108,Human: Fall Flat,"22 Jul, 2016",7500.0,3000.0,1.0,3,Adventure
109,Green Hell,"5 Sep, 2019",9500.0,7125.0,1.0,1,Adventure
110,Monster Hunter World: Iceborne Master Edition Digital Deluxe,,50045.0,33908.0,1.0,1,Adventure
111,STEINS;GATE SERIES BUNDLE,,47500.0,17100.0,1.0,1,Adventure
112,STEINS;GATE,"9 Sep, 2016",11500.0,4600.0,1.0,1,Adventure
113,Untitled Goose Game,"23 Sep, 2020",7700.0,5775.0,1.0,3,Adventure
114,FINAL FANTASY XV WINDOWS EDITION,"6 Mar, 2018",23200.0,11600.0,1.0,1,Adventure
115,STEINS;GATE 0,"8 May, 2018",13500.0,5400.0,1.0,1,Adventure
116,STEINS;GATE ELITE,"19 Feb, 2019",0.0,,1.0,1,Adventure
117,Mount & Blade: Warband,"31 Mar, 2010",9999.0,2499.0,1.0,7,Adventure
118,FINAL FANTASY XV EPISODE ARDYN COMPLETE EDITION,,26700.0,13350.0,1.0,1,Adventure
119, Sands of Salzaar,"2 Jan, 2020",6400.0,3840.0,1.0,1,Adventure
120,Supergiant Collection,,48900.0,18980.0,1.0,1,Adventure
121,SPORE™,"19 Dec, 2008",13999.0,3499.0,1.0,1,Adventure
122,My Time At Portia,"15 Jan, 2019",14990.0,5996.0,1.0,1,Adventure
123,Overcooked,"3 Aug, 2016",8800.0,2200.0,1.0,1,Adventure
124,Sign of Silence,"1 Oct, 2020",6400.0,5120.0,1.0,1,Adventure
125,Monster Hunter World: Iceborne Digital Deluxe,,36185.0,27138.0,0.0,1,Adventure
126,CHAOS;CHILD,"22 Jan, 2019",13500.0,5400.0,1.0,1,Adventure
127,STEINS;GATE + STEINS;GATE 0,,25000.0,9000.0,1.0,1,Adventure
128,STEINS;GATE: My Darling's Embrace,"10 Dec, 2019",11500.0,6900.0,1.0,1,Adventure
129,FINAL FANTASY XII THE ZODIAC AGE,"1 Feb, 2018",33300.0,16650.0,1.0,1,Adventure
130,The Warlord package,,39899.0,26419.0,1.0,1,Adventure
131,Ultimate VR Stealth Bundle,,45200.0,18170.0,1.0,1,Adventure
132,Crashlands,"21 Jan, 2016",6400.0,1600.0,1.0,1,Adventure
133,Train Station Renovation,"1 Oct, 2020",6400.0,5120.0,1.0,1,Adventure
134,FINAL FANTASY X/X-2 HD Remaster,"12 May, 2016",14500.0,7250.0,1.0,1,Adventure
135,Ghostrunner,"27 Oct, 2020",19900.0,15920.0,,1,Adventure
136,Mysteria ~Occult Shadows~,"29 Sep, 2020",5700.0,4560.0,1.0,1,Adventure
137,Pyre,"25 Jul, 2017",7700.0,2310.0,1.0,7,Adventure
138,Sherlock Holmes: The Devil's Daughter,"10 Jun, 2016",22000.0,2200.0,1.0,1,Adventure
139,Mount & Blade Legacy Collection,,32495.0,6495.0,1.0,1,Adventure
140,STEINS;GATE + CHAOS;CHILD,,38500.0,13860.0,1.0,1,Adventure
141,Tank Mechanic Simulator,"20 Feb, 2020",7700.0,4620.0,1.0,3,Adventure
142,Dreamscaper,"13 Aug, 2020",4900.0,3920.0,1.0,1,Adventure
143,Budget Cuts 2: Mission Insolvency,"12 Dec, 2019",11500.0,7705.0,1.0,1,Adventure
144,Budget Cuts,"14 Jun, 2018",11500.0,7705.0,1.0,1,Adventure
145,YU-NO: A girl who chants love at the bound of this world,"1 Oct, 2019",18500.0,9250.0,1.0,1,Adventure
146,Amnesia: Rebirth,"20 Oct, 2020",11500.0,10350.0,,7,Adventure
147,Transistor,"20 May, 2014",7700.0,1540.0,1.0,7,Adventure
148,Overcooked: Gourmet Edition,,11800.0,2821.0,1.0,1,Adventure
149,Battlefield: Bad Company™ 2,"2 Mar, 2010",13999.0,3499.0,1.0,1,Adventure
150,Overcooked! 2,"7 Aug, 2018",12990.0,7794.0,1.0,7,Casual
151,Human: Fall Flat,"22 Jul, 2016",7500.0,3000.0,1.0,3,Casual
152,Littlewood,"4 Aug, 2020",6400.0,4800.0,1.0,7,Casual
153,STEINS;GATE SERIES BUNDLE,,47500.0,17100.0,1.0,1,Casual
154,Overcooked! 2  - Gourmet Edition,,24990.0,12756.0,1.0,7,Casual
155,STEINS;GATE,"9 Sep, 2016",11500.0,4600.0,1.0,1,Casual
156,Muse Dash,"19 Jun, 2019",1700.0,850.0,1.0,3,Casual
157,Muse Dash - Just as planned,"19 Jun, 2019",18500.0,13875.0,1.0,3,Casual
158,SPORE™,"19 Dec, 2008",13999.0,3499.0,1.0,1,Casual
159,My Time At Portia,"15 Jan, 2019",14990.0,5996.0,1.0,1,Casual
160,Overcooked,"3 Aug, 2016",8800.0,2200.0,1.0,1,Casual
161,STEINS;GATE + STEINS;GATE 0,,25000.0,9000.0,1.0,1,Casual
162,Train Station Renovation,"1 Oct, 2020",6400.0,5120.0,1.0,1,Casual
163,Tank Mechanic Simulator,"20 Feb, 2020",7700.0,4620.0,1.0,3,Casual
164,The Jackbox Party Pack 7,"15 Oct, 2020",11500.0,10350.0,,7,Casual
165,STEINS;GATE + CHAOS;CHILD,,38500.0,13860.0,1.0,1,Casual
166,Overcooked: Gourmet Edition,,11800.0,2821.0,1.0,1,Casual
167,Overcooked! 2 - Surf 'n' Turf,"3 Oct, 2018",2800.0,2240.0,1.0,7,Casual
168,Seek Girl Ⅵ,"30 Sep, 2020",1000.0,820.0,1.0,1,Casual
169,Cute Honey 2,"30 Sep, 2020",1000.0,800.0,1.0,1,Casual
170,Killer Queen Black,"11 Oct, 2019",4400.0,880.0,1.0,3,Casual
171,112 Operator,"23 Apr, 2020",9500.0,5890.0,1.0,3,Casual
172,Richman10,"24 Oct, 2019",6100.0,4270.0,0.0,3,Casual
173,Synth Riders,"31 Oct, 2019",9500.0,5700.0,1.0,1,Casual
174,More Spore,,41997.0,21102.0,1.0,1,Casual
175,DSGame Bundle,,8400.0,6264.0,1.0,1,Casual
176,Seek Girl:Fog Ⅰ,"28 Aug, 2020",1900.0,1710.0,1.0,1,Casual
177,Goat Simulator,"1 Apr, 2014",4400.0,1100.0,1.0,7,Casual
178,Bomber Crew,"19 Oct, 2017",6400.0,640.0,1.0,7,Casual
179,Circadian City,"1 Oct, 2020",5300.0,4240.0,1.0,3,Casual
180,GRID,"10 Oct, 2019",14900.0,3725.0,0.0,1,Casual
181,太吾绘卷 The Scroll Of Taiwu,"20 Sep, 2018",7700.0,6545.0,1.0,1,Casual
182,Biped,"26 Mar, 2020",6400.0,5120.0,1.0,1,Casual
183,Renovation Pack,,14100.0,10897.0,1.0,1,Casual
184,911 Operator,"24 Feb, 2017",7500.0,1125.0,1.0,3,Casual
185,COCKHEAD,"27 Sep, 2020",3300.0,2409.0,1.0,1,Casual
186,Overcooked! 2 - Too Many Cooks Pack,"7 Aug, 2018",1500.0,1200.0,1.0,7,Casual
187,Overcooked - The Lost Morsel,"15 Nov, 2016",3000.0,900.0,0.0,1,Casual
188,Harvest Moon: Light of Hope Special Edition,"14 Nov, 2017",7700.0,3850.0,1.0,1,Casual
189,Senren＊Banka,"14 Feb, 2020",13500.0,10800.0,1.0,1,Casual
190,Blackwake,"19 Feb, 2020",4400.0,440.0,1.0,3,Casual
191,ABZU,"2 Aug, 2016",9500.0,4750.0,1.0,1,Casual
192,Goat Simulator: GOATY,,14400.0,3240.0,1.0,7,Casual
193,"Cook, Serve, Delicious! 3?!","29 Jan, 2020",6400.0,4800.0,1.0,1,Casual
194,MUSYNX,"4 Dec, 2018",1900.0,570.0,1.0,1,Casual
195,Red Matter,"10 Nov, 2018",9500.0,6175.0,1.0,1,Casual
196,Out of Space,"26 Feb, 2020",6400.0,4288.0,1.0,7,Casual
197,80 Days,"28 Sep, 2015",5700.0,2280.0,1.0,3,Casual
198,Vehicles' Maniac Bundle,,23600.0,18972.0,1.0,1,Casual
199,Juicy Realm,"3 May, 2018",4400.0,2200.0,1.0,3,Casual
200,Sid Meier’s Civilization® VI,"20 Oct, 2016",44990.0,11247.0,1.0,7,Simulation
201,Mount & Blade II: Bannerlord,"30 Mar, 2020",29900.0,23920.0,1.0,1,Simulation
202,No Man's Sky,"12 Aug, 2016",26500.0,13250.0,0.0,1,Simulation
203,Sid Meier's Civilization VI : Platinum Edition,,103964.0,28471.0,1.0,7,Simulation
204,Overcooked! 2,"7 Aug, 2018",12990.0,7794.0,1.0,7,Simulation
205,Human: Fall Flat,"22 Jul, 2016",7500.0,3000.0,1.0,3,Simulation
206,Green Hell,"5 Sep, 2019",9500.0,7125.0,1.0,1,Simulation
207,F1® 2020,"9 Jul, 2020",22500.0,13500.0,1.0,1,Simulation
208,Littlewood,"4 Aug, 2020",6400.0,4800.0,1.0,7,Simulation
209,Overcooked! 2  - Gourmet Edition,,24990.0,12756.0,1.0,7,Simulation
210,Untitled Goose Game,"23 Sep, 2020",7700.0,5775.0,1.0,3,Simulation
211,Mount & Blade: Warband,"31 Mar, 2010",9999.0,2499.0,1.0,7,Simulation
212,DiRT Rally 2.0,"25 Feb, 2019",14900.0,3725.0,1.0,1,Simulation
213,SPORE™,"19 Dec, 2008",13999.0,3499.0,1.0,1,Simulation
214,My Time At Portia,"15 Jan, 2019",14990.0,5996.0,1.0,1,Simulation
215,Overcooked,"3 Aug, 2016",8800.0,2200.0,1.0,1,Simulation
216,Football Manager 2021,24th November,29000.0,26100.0,,3,Simulation
217,Cooking Simulator,"6 Jun, 2019",7700.0,5005.0,1.0,1,Simulation
218,Barotrauma,"5 Jun, 2019",9500.0,4750.0,1.0,7,Simulation
219,The Warlord package,,39899.0,26419.0,1.0,1,Simulation
220,Train Station Renovation,"1 Oct, 2020",6400.0,5120.0,1.0,1,Simulation
221,Ultimate Admiral: Age of Sail,"4 Mar, 2020",14900.0,11175.0,1.0,1,Simulation
222,Mount & Blade Legacy Collection,,32495.0,6495.0,1.0,1,Simulation
223,Tank Mechanic Simulator,"20 Feb, 2020",7700.0,4620.0,1.0,3,Simulation
224,Overcooked: Gourmet Edition,,11800.0,2821.0,1.0,1,Simulation
225,112 Operator,"23 Apr, 2020",9500.0,5890.0,1.0,3,Simulation
226,Stronghold Crusader 2,"22 Sep, 2014",14900.0,1490.0,0.0,1,Simulation
227,This Land Is My Land,"20 Nov, 2019",14900.0,12665.0,1.0,1,Simulation
228,Out of the Park Baseball 21,"20 Mar, 2020",14900.0,3725.0,1.0,7,Simulation
229,Mount & Blade: Warband - Viking Conquest Reforged Edition,"11 Dec, 2014",7499.0,1874.0,1.0,7,Simulation
230,More Spore,,41997.0,21102.0,1.0,1,Simulation
231,F1® 2019,"27 Jun, 2019",22500.0,5625.0,1.0,1,Simulation
232,Goat Simulator,"1 Apr, 2014",4400.0,1100.0,1.0,7,Simulation
233,Bomber Crew,"19 Oct, 2017",6400.0,640.0,1.0,7,Simulation
234,Circadian City,"1 Oct, 2020",5300.0,4240.0,1.0,3,Simulation
235,GRID,"10 Oct, 2019",14900.0,3725.0,0.0,1,Simulation
236,Cooking Simulator Complete Bundle!,,16300.0,10663.0,1.0,1,Simulation
237,Unheard,"28 Mar, 2019",4400.0,2640.0,1.0,3,Simulation
238,Mount & Blade: Warband - Napoleonic Wars,"19 Apr, 2012",4999.0,1249.0,1.0,7,Simulation
239,太吾绘卷 The Scroll Of Taiwu,"20 Sep, 2018",7700.0,6545.0,1.0,1,Simulation
240,Sid Meier's Civilization®: Beyond Earth™,"24 Oct, 2014",18300.0,4575.0,0.0,7,Simulation
241,Biped,"26 Mar, 2020",6400.0,5120.0,1.0,1,Simulation
242,Renovation Pack,,14100.0,10897.0,1.0,1,Simulation
243,911 Operator,"24 Feb, 2017",7500.0,1125.0,1.0,3,Simulation
244,Cooking Simulator - Cakes and Cookies,"11 Jun, 2020",5300.0,4240.0,1.0,1,Simulation
245,RIDE 4,"8 Oct, 2020",18500.0,16650.0,,1,Simulation
246,Frostpunk: Season Pass,,15300.0,10174.0,0.0,1,Simulation
247,Factory Town,"12 Mar, 2019",7700.0,5390.0,1.0,3,Simulation
248,Mount & Blade: Warband DLC Collection,,22497.0,4779.0,1.0,7,Simulation
249,Overcooked - The Lost Morsel,"15 Nov, 2016",3000.0,900.0,0.0,1,Simulation
250,Sid Meier’s Civilization® VI,"20 Oct, 2016",44990.0,11247.0,1.0,7,Strategy
251,Mount & Blade II: Bannerlord,"30 Mar, 2020",29900.0,23920.0,1.0,1,Strategy
252,Sid Meier's Civilization VI : Platinum Edition,,103964.0,28471.0,1.0,7,Strategy
253,Overcooked! 2,"7 Aug, 2018",12990.0,7794.0,1.0,7,Strategy
254,F1® 2020,"9 Jul, 2020",22500.0,13500.0,1.0,1,Strategy
255,Overcooked! 2  - Gourmet Edition,,24990.0,12756.0,1.0,7,Strategy
256,Sid Meier's Civilization® VI: Gathering Storm,"13 Feb, 2019",19990.0,9995.0,1.0,7,Strategy
257,Mount & Blade: Warband,"31 Mar, 2010",9999.0,2499.0,1.0,7,Strategy
258,Command & Conquer™ Remastered Collection,"5 Jun, 2020",13999.0,10499.0,1.0,1,Strategy
259, Sands of Salzaar,"2 Jan, 2020",6400.0,3840.0,1.0,1,Strategy
260,Sid Meier’s Civilization® VI: Rise and Fall,"7 Feb, 2018",14990.0,7495.0,0.0,7,Strategy
261,Supergiant Collection,,48900.0,18980.0,1.0,1,Strategy
262,Barotrauma,"5 Jun, 2019",9500.0,4750.0,1.0,7,Strategy
263,The Warlord package,,39899.0,26419.0,1.0,1,Strategy
264,FINAL FANTASY XII THE ZODIAC AGE,"1 Feb, 2018",33300.0,16650.0,1.0,1,Strategy
265,Ghostrunner,"27 Oct, 2020",19900.0,15920.0,,1,Strategy
266,Ultimate Admiral: Age of Sail,"4 Mar, 2020",14900.0,11175.0,1.0,1,Strategy
267,Mount & Blade Legacy Collection,,32495.0,6495.0,1.0,1,Strategy
268,Command & Conquer: Red Alert 3,"8 Jan, 2009",13999.0,3499.0,1.0,1,Strategy
269,Seek Girl Ⅵ,"30 Sep, 2020",1000.0,820.0,1.0,1,Strategy
270,Transistor,"20 May, 2014",7700.0,1540.0,1.0,7,Strategy
271,Cute Honey 2,"30 Sep, 2020",1000.0,800.0,1.0,1,Strategy
272,Killer Queen Black,"11 Oct, 2019",4400.0,880.0,1.0,3,Strategy
273,112 Operator,"23 Apr, 2020",9500.0,5890.0,1.0,3,Strategy
274,Stronghold Crusader 2,"22 Sep, 2014",14900.0,1490.0,0.0,1,Strategy
275,Perfect Crime,"1 Oct, 2020",7800.0,3900.0,1.0,3,Strategy
276,Richman10,"24 Oct, 2019",6100.0,4270.0,0.0,3,Strategy
277,Out of the Park Baseball 21,"20 Mar, 2020",14900.0,3725.0,1.0,7,Strategy
278,Mount & Blade: Warband - Viking Conquest Reforged Edition,"11 Dec, 2014",7499.0,1874.0,1.0,7,Strategy
279,DSGame Bundle,,8400.0,6264.0,1.0,1,Strategy
280,Seek Girl:Fog Ⅰ,"28 Aug, 2020",1900.0,1710.0,1.0,1,Strategy
281,Bomber Crew,"19 Oct, 2017",6400.0,640.0,1.0,7,Strategy
282,Circadian City,"1 Oct, 2020",5300.0,4240.0,1.0,3,Strategy
283,Command & Conquer 3: Tiberium Wars,"13 Nov, 2009",10999.0,2749.0,1.0,1,Strategy
284,Mount & Blade: Warband - Napoleonic Wars,"19 Apr, 2012",4999.0,1249.0,1.0,7,Strategy
285,XCOM®: Chimera Squad,"23 Apr, 2020",16990.0,11383.0,1.0,1,Strategy
286,Sid Meier's Civilization®: Beyond Earth™,"24 Oct, 2014",18300.0,4575.0,0.0,7,Strategy
287,FINAL FANTASY® XIII,"9 Oct, 2014",11000.0,5500.0,1.0,1,Strategy
288,太吾绘卷 The Scroll Of Taiwu,"20 Sep, 2018",7700.0,6545.0,1.0,1,Strategy
289,Biped,"26 Mar, 2020",6400.0,5120.0,1.0,1,Strategy
290,Command & Conquer: Red Alert 3 - Uprising,"6 Oct, 2009",13999.0,3499.0,1.0,1,Strategy
291,A Game of Thrones: The Board Game - Digital Edition,"6 Oct, 2020",11900.0,9520.0,,3,Strategy
292,911 Operator,"24 Feb, 2017",7500.0,1125.0,1.0,3,Strategy
293,FINAL FANTASY VII,"4 Jul, 2013",8300.0,4150.0,1.0,1,Strategy
294,Frostpunk: Season Pass,,15300.0,10174.0,0.0,1,Strategy
295,Renovation Pack,,14100.0,10897.0,1.0,1,Strategy
296,Mount & Blade: Warband DLC Collection,,22497.0,4779.0,1.0,7,Strategy
297,Factory Town,"12 Mar, 2019",7700.0,5390.0,1.0,3,Strategy
298,Mount & Blade: With Fire & Sword,"3 May, 2011",4999.0,1249.0,1.0,1,Strategy
299,Stronghold Crusader HD,"21 Oct, 2013",5500.0,1100.0,1.0,1,Strategy
300,Monster Hunter: World,"9 Aug, 2018",20600.0,13596.0,1.0,1,RPG
301,The Elder Scrolls® Online,"22 May, 2017",14990.0,5996.0,1.0,3,RPG
302,Monster Hunter World: Iceborne Master Edition,,42890.0,28542.0,1.0,1,RPG
303,Monster Hunter World: Iceborne,"9 Jan, 2020",28390.0,21292.0,0.0,1,RPG
304,NieR:Automata™,"17 Mar, 2017",29931.0,14965.0,1.0,1,RPG
305,Mount & Blade II: Bannerlord,"30 Mar, 2020",29900.0,23920.0,1.0,1,RPG
306,Dying Light,"26 Jan, 2015",24990.0,8496.0,1.0,7,RPG
307,Monster Hunter World: Iceborne Master Edition Digital Deluxe,,50045.0,33908.0,1.0,1,RPG
308,Dying Light Enhanced Edition,,39990.0,11997.0,1.0,7,RPG
309,Littlewood,"4 Aug, 2020",6400.0,4800.0,1.0,7,RPG
310,FINAL FANTASY XV WINDOWS EDITION,"6 Mar, 2018",23200.0,11600.0,1.0,1,RPG
311,Mount & Blade: Warband,"31 Mar, 2010",9999.0,2499.0,1.0,7,RPG
312,The Elder Scrolls Online - Greymoor,"26 May, 2020",26799.0,13399.0,0.0,3,RPG
313,FINAL FANTASY XV EPISODE ARDYN COMPLETE EDITION,,26700.0,13350.0,1.0,1,RPG
314, Sands of Salzaar,"2 Jan, 2020",6400.0,3840.0,1.0,1,RPG
315,Supergiant Collection,,48900.0,18980.0,1.0,1,RPG
316,My Time At Portia,"15 Jan, 2019",14990.0,5996.0,1.0,1,RPG
317,Monster Hunter World: Iceborne Digital Deluxe,,36185.0,27138.0,0.0,1,RPG
318,Tainted Grail,"18 Jun, 2020",9500.0,7125.0,1.0,1,RPG
319,FINAL FANTASY XII THE ZODIAC AGE,"1 Feb, 2018",33300.0,16650.0,1.0,1,RPG
320,The Warlord package,,39899.0,26419.0,1.0,1,RPG
321,Crashlands,"21 Jan, 2016",6400.0,1600.0,1.0,1,RPG
322,FINAL FANTASY X/X-2 HD Remaster,"12 May, 2016",14500.0,7250.0,1.0,1,RPG
